,id,text,game,cleaned,english,len,sw_removed,stemmed
107,1.45271937800112e+18,Having beat deathloop time to hop into mass effect remastered - beyond hyped to return to that world and post on Twitter about how mordin solis is a genocidal maniac and is Not a good person whatsoever,DeathLoop,having beat deathloop time to hop into mass effect remastered beyond hyped to return to that world and post on twitter about how mordin solis is a genocidal maniac and is not a good person whatsoever,beat time to hop into mass effect beyond to return to that world and post on twitter about how is a genocidal maniac and is not a good person whatsoever,30,beat time hop mass effect beyond return world post twitter genocidal maniac good person whatsoever,beat time hop mass effect beyond return world post twitter genocid maniac good person whatsoev
108,1.45268084556362e+18,@deathloop is still crashing. This is insane. Infused items disappear from inventory &amp; crashes destroy good runs to the point I wonder whatâ€™s the use. Iâ€™d like to slap anyone who gave this 10/10. #videogames #brokengame,DeathLoop,deathloop is still crashing this is insane infused items disappear from inventory amp crashes destroy good runs to the point i wonder what s the use i d like to slap anyone who gave this videogames brokengame,is still this is insane disappear from inventory destroy good to the point i wonder what s the use i d like to slap anyone who gave this,28,still insane disappear inventory destroy good point wonder use like slap anyone gave,still insan disappear inventori destroy good point wonder use like slap anyon gave
109,1.4519934903809e+18,"Very annoyed because I took out all the Visionaries in #Deathloop in one day, and instead of doing what I was supposed to do next, I looped myself and now have to do it all over again.",DeathLoop,very annoyed because i took out all the visionaries in deathloop in one day and instead of doing what i was supposed to do next i looped myself and now have to do it all over again,very because i took out all the in in one day and instead of doing what i was supposed to do next i myself and now have to do it all over again,33,took one day instead supposed next,took one day instead suppos next
110,1.45193272361078e+18,I swear to God that 2-Bit is the best character in #Deathloop,DeathLoop,i swear to god that bit is the best character in deathloop,i swear to god that bit is the best character in,11,swear god bit best character,swear god bit best charact
114,1.45174155556445e+18,"Starting Deathloop and I'm like we need more real Black characters. What do I mean by REAL is that a lot of ""Black"" characters in games are Black passing. A character that is maybe meant to be Black, but in all honesty, is a Spirit of Halloween last min costume of a black person.",DeathLoop,starting deathloop and i m like we need more real black characters what do i mean by real is that a lot of black characters in games are black passing a character that is maybe meant to be black but in all honesty is a spirit of halloween last min costume of a black person,starting and i m like we need more real black what do i mean by real is that a lot of black in are black passing a character that is maybe meant to be black but in all honesty is a spirit of last min costume of a black person,50,starting like need real black mean real lot black black passing character maybe meant black honesty spirit last min costume black person,start like need real black mean real lot black black pass charact mayb meant black honesti spirit last min costum black person
115,1.45169795969596e+18,"@Rzrbk22 It takes two
Tales of arise
Persona 5 strikers
Resident evil 8
Deathloop",DeathLoop,rzrbk it takes two tales of arise persona strikers resident evil deathloop,it two tales of arise persona resident evil,8,two tales arise persona resident evil,two tale aris persona resid evil
116,1.45169352920659e+18,Iâ€™m so fucking addicted to Deathloop  itâ€™s 100% going to be in my top 5 for the year. https://t.co/2Lwhd0aaEI,DeathLoop,i m so fucking addicted to deathloop it s going to be in my top for the year https t co lwhd aaei,i m so addicted to it s going to be in my top for the year t,17,addicted going top year,addict go top year
117,1.45160220539238e+18,"Here's our review, of sorts, for Deathloop.  https://t.co/emZXCSdgY5",DeathLoop,here s our review of sorts for deathloop https t co emzxcsdgy,here s our review of for t,7,review,review
118,1.45159385822411e+18,"@Cypheror1 @IGN They did the same with deathloop and that stressed me out, I want to decide on my preorder or not lol",DeathLoop,cypheror ign they did the same with deathloop and that stressed me out i want to decide on my preorder or not lol,they did the same with and that me out i want to decide on my preorder or not,18,want decide preorder,want decid preorder
119,1.45148996294004e+18,"@cosinetangent Maybe we can get together one of these days on the weekend? Me, you and @PhoenixGeijutsu Iâ€™m usually free between 4pm - 9pm. I didnâ€™t even install the game last night  I took the picture and kept playing Deathloop.",DeathLoop,cosinetangent maybe we can get together one of these days on the weekend me you and phoenixgeijutsu i m usually free between pm pm i didn t even install the game last night i took the picture and kept playing deathloop,maybe we can get together one of these days on the weekend me you and i m usually free between i t even install the game last night i took the picture and kept,34,maybe get together one days weekend usually free even install last night took picture kept,mayb get togeth one day weekend usual free even instal last night took pictur kept
120,1.45131872380617e+18,"Just beat Ghosts of Tsushima, 8.5/10. Should my next game be Ratchet &amp; Clank or Deathloop?",DeathLoop,just beat ghosts of tsushima should my next game be ratchet amp clank or deathloop,just beat of should my next game be ratchet clank or,11,beat next ratchet clank,beat next ratchet clank
121,1.45091961868026e+18,Spent like 15 min waiting to play deathloop as Julianna and as soon as I got into a game I fell into a hole and DIED,DeathLoop,spent like min waiting to play deathloop as julianna and as soon as i got into a game i fell into a hole and died,spent like min waiting to play as and as soon as i got into a game i fell into a hole and,22,spent like min waiting soon got fell hole,spent like min wait soon got fell hole
122,1.45082421992801e+18,Torniamo a chiacchierare di videogiochi videogiocati parlando di #MetroidDread #Sable #Deathloop #HotWheelsUnleashed #FarCry6 e #Psychonauts2  https://t.co/MobeePWzKh,DeathLoop,torniamo a chiacchierare di videogiochi videogiocati parlando di metroiddread sable deathloop hotwheelsunleashed farcry e psychonauts https t co mobeepwzkh,a di parlando di sable e t,7,di parlando di sable,di parlando di sabl
124,1.45063493228869e+18,Deathloop is really fucking addicting  time flew by while I was playing. I kept getting invaded but i kicked all of their asses  the game froze up on me once though during a good run ,DeathLoop,deathloop is really fucking addicting time flew by while i was playing i kept getting invaded but i kicked all of their asses the game froze up on me once though during a good run,is really time flew by while i was i kept getting but i all of their the game froze up on me once though during a good run,28,really time flew kept getting froze though good run,realli time flew kept get froze though good run
127,1.45020879192507e+18,"@ManyATrueNerd I love everything about Deathloop except for itâ€™s main hook.great style, music, design, characters and voice acting. Even good weapons. But playing it is such a chore.",DeathLoop,manyatruenerd i love everything about deathloop except for it s main hook great style music design characters and voice acting even good weapons but playing it is such a chore,i love everything about except for it s main hook great style music design and voice acting even good but it is such a chore,25,love everything except main hook great style music design voice acting even good chore,love everyth except main hook great style music design voic act even good chore
128,1.44987239464712e+18,@fake_jaris @slayonetta ratchet is GORGEOUS but also seconded on deathloop invasion plz,DeathLoop,fake jaris slayonetta ratchet is gorgeous but also seconded on deathloop invasion plz,fake ratchet is gorgeous but also on invasion,8,fake ratchet gorgeous also invasion,fake ratchet gorgeou also invas
129,1.44984742639988e+18,"Iâ€™m having for successful deathloop hunts today , you gotta get in wailer until the day",DeathLoop,i m having for successful deathloop hunts today you gotta get in wailer until the day,i m for successful today you get in wailer until the day,12,successful today get wailer day,success today get wailer day
